finding_id,case_id,package_name,vulnerability_id,scanner_names,scanner_count,scanner_overlap,disagreement_flag,disagreement_reason
c83ef258f05a9e7a63b8,case_024,jinja2,CVE-2024-34064,pip_audit,1,False,False,single-scanner finding
0269a2cbaadbdccc984c,case_024,jinja2,CVE-2024-56326,pip_audit,1,False,False,single-scanner finding
37aa266b2467b0353d2a,case_024,jinja2,CVE-2025-27516,pip_audit,1,False,False,single-scanner finding
5604d1fe98adf4c99c5f,case_024,jinja2,PYSEC-2019-217,pip_audit,1,False,False,single-scanner finding
82497308b920a31d4a46,case_024,jinja2,PYSEC-2021-66,pip_audit,1,False,False,single-scanner finding
aa79a4b2072e9a6d461e,case_025,minimist,1096466,npm_audit,1,False,False,single-scanner finding
2eb7b7a27761f8e9459a,case_025,minimist,1097677,npm_audit,1,False,False,single-scanner finding
09bdae03ad62550c0db4,case_026,urllib3,CVE-2024-37891,pip_audit,1,False,False,single-scanner finding
ab47f2b158c8529406e0,case_026,urllib3,CVE-2025-50181,pip_audit,1,False,False,single-scanner finding
237b2ed9c2079ddad1f0,case_026,urllib3,CVE-2025-66418,pip_audit,1,False,False,single-scanner finding
8951afaacf7dcf579ad8,case_026,urllib3,CVE-2025-66471,pip_audit,1,False,False,single-scanner finding
565235d0d7f6582f9e49,case_026,urllib3,CVE-2026-21441,pip_audit,1,False,False,single-scanner finding
2cf893312a03cf232fd9,case_026,urllib3,PYSEC-2019-132,pip_audit,1,False,False,single-scanner finding
d7b746928d908d87e911,case_026,urllib3,PYSEC-2019-133,pip_audit,1,False,False,single-scanner finding
20c5bf90d15b5b090b9d,case_026,urllib3,PYSEC-2020-148,pip_audit,1,False,False,single-scanner finding
24bdcb6165755c51732e,case_026,urllib3,PYSEC-2021-108,pip_audit,1,False,False,single-scanner finding
db2873a4b62c6d238db3,case_026,urllib3,PYSEC-2023-192,pip_audit,1,False,False,single-scanner finding
ec3d9df3e9afb2fadb64,case_026,urllib3,PYSEC-2023-207,pip_audit,1,False,False,single-scanner finding
04d086f15bea4caab34b,case_026,urllib3,PYSEC-2023-212,pip_audit,1,False,False,single-scanner finding
465933d7cae65beed4fd,case_027,minimist,1096466,npm_audit,1,False,False,single-scanner finding
dfae8ad704da95274191,case_027,minimist,1097677,npm_audit,1,False,False,single-scanner finding
e7d36891696764a732ce,case_028,urllib3,CVE-2024-37891,pip_audit,1,False,False,single-scanner finding
78d2332c4655b1027688,case_028,urllib3,CVE-2025-50181,pip_audit,1,False,False,single-scanner finding
5a935501b457126849b5,case_028,urllib3,CVE-2025-66418,pip_audit,1,False,False,single-scanner finding
0a871ecf13f19f752b8e,case_028,urllib3,CVE-2025-66471,pip_audit,1,False,False,single-scanner finding
cee7ccdabcae7ef891db,case_028,urllib3,CVE-2026-21441,pip_audit,1,False,False,single-scanner finding
ec3049588b2ab2480b0b,case_028,urllib3,PYSEC-2019-132,pip_audit,1,False,False,single-scanner finding
d7b1c42af4c005d582a6,case_028,urllib3,PYSEC-2019-133,pip_audit,1,False,False,single-scanner finding
bcbbfe93a60dd9647b8c,case_028,urllib3,PYSEC-2020-148,pip_audit,1,False,False,single-scanner finding
7672464a1223167cadbc,case_028,urllib3,PYSEC-2021-108,pip_audit,1,False,False,single-scanner finding
2b2f3a9f3ff9dd607652,case_028,urllib3,PYSEC-2023-192,pip_audit,1,False,False,single-scanner finding
8cead381b51f76c6c592,case_028,urllib3,PYSEC-2023-207,pip_audit,1,False,False,single-scanner finding
67021a446f605505242e,case_028,urllib3,PYSEC-2023-212,pip_audit,1,False,False,single-scanner finding
685559859052d3c6ea29,case_029,minimist,1096466,npm_audit,1,False,False,single-scanner finding
0947d9e9159ac6687121,case_029,minimist,1097677,npm_audit,1,False,False,single-scanner finding
9be7813acf88c30a4e08,case_030,urllib3,CVE-2024-37891,pip_audit,1,False,False,single-scanner finding
a881d36d7b9d7dff32e6,case_030,urllib3,CVE-2025-50181,pip_audit,1,False,False,single-scanner finding
30543bc3ca8bbf8a2df4,case_030,urllib3,CVE-2025-66418,pip_audit,1,False,False,single-scanner finding
4a85d74d80591e7ddb47,case_030,urllib3,CVE-2025-66471,pip_audit,1,False,False,single-scanner finding
302d142ee0444dc5c863,case_030,urllib3,CVE-2026-21441,pip_audit,1,False,False,single-scanner finding
758720e309d0f1112f3b,case_030,urllib3,PYSEC-2019-132,pip_audit,1,False,False,single-scanner finding
0407b1ce9c51b108ffb5,case_030,urllib3,PYSEC-2019-133,pip_audit,1,False,False,single-scanner finding
061d8d41f30888039b3b,case_030,urllib3,PYSEC-2020-148,pip_audit,1,False,False,single-scanner finding
491f5cc8cfe805d98fac,case_030,urllib3,PYSEC-2021-108,pip_audit,1,False,False,single-scanner finding
dfc17a2c69555b27a464,case_030,urllib3,PYSEC-2023-192,pip_audit,1,False,False,single-scanner finding
0c5757245b28274e9199,case_030,urllib3,PYSEC-2023-207,pip_audit,1,False,False,single-scanner finding
a4eecb1b68eab5ee397f,case_030,urllib3,PYSEC-2023-212,pip_audit,1,False,False,single-scanner finding
a00fb906491d4b670ee6,case_031,minimist,1096466,npm_audit,1,False,False,single-scanner finding
11bed7af8b5892a7b122,case_031,minimist,1097677,npm_audit,1,False,False,single-scanner finding
b4d1b370953674d1d327,case_032,lodash,1112455,npm_audit,1,False,False,single-scanner finding
fc5c775799e97a14d4d1,case_032,lodash,1115806,npm_audit,1,False,False,single-scanner finding
0726a31b529ceaa1adc7,case_032,lodash,1115810,npm_audit,1,False,False,single-scanner finding
9ec61679d5761db5aae7,case_034,lodash,1112455,npm_audit,1,False,False,single-scanner finding
f3bb92180ed6db301b6d,case_034,lodash,1115806,npm_audit,1,False,False,single-scanner finding
58891f6fc8688fa9c05c,case_034,lodash,1115810,npm_audit,1,False,False,single-scanner finding
8a83307f1e4d71d4a3fa,case_036,lodash,1112455,npm_audit,1,False,False,single-scanner finding
bd629526a2f05d3d8e28,case_036,lodash,1115806,npm_audit,1,False,False,single-scanner finding
f0b529e2e1409804c79a,case_036,lodash,1115810,npm_audit,1,False,False,single-scanner finding
b842688fa05bc7e36f4f,case_038,lodash,1112455,npm_audit,1,False,False,single-scanner finding
c38867f55e89350f8d7e,case_038,lodash,1115806,npm_audit,1,False,False,single-scanner finding
fbc2f01801d494f5ea09,case_038,lodash,1115810,npm_audit,1,False,False,single-scanner finding
b527d06a9b9be302a230,case_045,nanoid,1109564,npm_audit,1,False,False,single-scanner finding
615d93b90b0e5c97a161,case_047,nanoid,1109564,npm_audit,1,False,False,single-scanner finding
1ba40b86720eaa5b840f,case_049,nanoid,1109564,npm_audit,1,False,False,single-scanner finding
